"cause","sex","age","year","deaths"
"Cardiopulmonary",2,65,2005,71531
"Cardiopulmonary",2,65,2006,67965
"Cardiopulmonary",2,65,2007,66085
"Cardiopulmonary",2,65,2008,68207
"Cardiopulmonary",2,65,2009,67015
"Cardiopulmonary",2,65,2010,66746
"Cardiopulmonary",2,65,2011,67671
"Cardiopulmonary",2,65,2012,69538
"Cardiopulmonary",2,65,2013,73614
"Cardiopulmonary",2,65,2014,75447
"Cardiopulmonary",2,65,2015,80090
"Cardiopulmonary",2,65,2016,82658
"Cardiopulmonary",2,75,1980,182512
"Cardiopulmonary",2,75,1981,177733
"Cardiopulmonary",2,75,1982,178517
"Cardiopulmonary",2,75,1983,183062
"Cardiopulmonary",2,75,1984,184178
"Cardiopulmonary",2,75,1985,187698
"Cardiopulmonary",2,75,1986,188027
"Cardiopulmonary",2,75,1987,188755
"Cardiopulmonary",2,75,1988,193822
"Cardiopulmonary",2,75,1989,189257
"Cardiopulmonary",2,75,1990,186689
"Cardiopulmonary",2,75,1991,186097
"Cardiopulmonary",2,75,1992,185263
"Cardiopulmonary",2,75,1993,193230
"Cardiopulmonary",2,75,1994,192162
"Cardiopulmonary",2,75,1995,193616
"Cardiopulmonary",2,75,1996,195467
"Cardiopulmonary",2,75,1997,195052
"Cardiopulmonary",2,75,1998,196991
"Cardiopulmonary",2,75,1999,197851
"Cardiopulmonary",2,75,2000,195066
"Cardiopulmonary",2,75,2001,192779
"Cardiopulmonary",2,75,2002,191432
"Cardiopulmonary",2,75,2003,186437
"Cardiopulmonary",2,75,2004,176864
"Cardiopulmonary",2,75,2005,174460
"Cardiopulmonary",2,75,2006,162506
"Cardiopulmonary",2,75,2007,155519
"Cardiopulmonary",2,75,2008,154194
"Cardiopulmonary",2,75,2009,144764
"Cardiopulmonary",2,75,2010,140423
"Cardiopulmonary",2,75,2011,138979
"Cardiopulmonary",2,75,2012,134966
"Cardiopulmonary",2,75,2013,135268
"Cardiopulmonary",2,75,2014,132975
"Cardiopulmonary",2,75,2015,137235
"Cardiopulmonary",2,75,2016,134537
"Cardiopulmonary",2,85,1980,180394
"Cardiopulmonary",2,85,1981,182661
"Cardiopulmonary",2,85,1982,183159
"Cardiopulmonary",2,85,1983,194933
"Cardiopulmonary",2,85,1984,198310
"Cardiopulmonary",2,85,1985,208558
"Cardiopulmonary",2,85,1986,211710
"Cardiopulmonary",2,85,1987,216497
"Cardiopulmonary",2,85,1988,225563
"Cardiopulmonary",2,85,1989,221942
"Cardiopulmonary",2,85,1990,222969
"Cardiopulmonary",2,85,1991,227800
"Cardiopulmonary",2,85,1992,230188
"Cardiopulmonary",2,85,1993,249731
"Cardiopulmonary",2,85,1994,252019
"Cardiopulmonary",2,85,1995,260981
"Cardiopulmonary",2,85,1996,264934
"Cardiopulmonary",2,85,1997,268745
"Cardiopulmonary",2,85,1998,275875
"Cardiopulmonary",2,85,1999,282440
"Cardiopulmonary",2,85,2000,282353
"Cardiopulmonary",2,85,2001,280910
"Cardiopulmonary",2,85,2002,280619
"Cardiopulmonary",2,85,2003,278293
"Cardiopulmonary",2,85,2004,263450
"Cardiopulmonary",2,85,2005,268852
"Cardiopulmonary",2,85,2006,254949
"Cardiopulmonary",2,85,2007,253494
"Cardiopulmonary",2,85,2008,257916
"Cardiopulmonary",2,85,2009,245656
"Cardiopulmonary",2,85,2010,249188
"Cardiopulmonary",2,85,2011,252215
"Cardiopulmonary",2,85,2012,252211
"Cardiopulmonary",2,85,2013,256315
"Cardiopulmonary",2,85,2014,252673
"Cardiopulmonary",2,85,2015,265837
"Cardiopulmonary",2,85,2016,258137
"External",1,0,1980,3032
"External",1,0,1981,2844
"External",1,0,1982,2820
"External",1,0,1983,2727
"External",1,0,1984,2551
"External",1,0,1985,2594
"External",1,0,1986,2668
"External",1,0,1987,2705
"External",1,0,1988,2667
"External",1,0,1989,2648
"External",1,0,1990,2510
"External",1,0,1991,2601
"External",1,0,1992,2431
"External",1,0,1993,2565
"External",1,0,1994,2500
"External",1,0,1995,2246
"External",1,0,1996,2165
"External",1,0,1997,2059
"External",1,0,1998,2049
"External",1,0,1999,2075
"External",1,0,2000,2051
"External",1,0,2001,2086
"External",1,0,2002,2049
"External",1,0,2003,2057
"External",1,0,2004,2013
"External",1,0,2005,2104
"External",1,0,2006,2082
"External",1,0,2007,2194
"External",1,0,2008,2158
"External",1,0,2009,2106
"External",1,0,2010,2021
"External",1,0,2011,1958
"External",1,0,2012,1935
"External",1,0,2013,1935
"External",1,0,2014,1832
"External",1,0,2015,1978
"External",1,0,2016,1889
"External",1,5,1980,3942
"External",1,5,1981,3755
"External",1,5,1982,3430
"External",1,5,1983,3368
"External",1,5,1984,3322
"External",1,5,1985,3371
"External",1,5,1986,3363
"External",1,5,1987,3399
"External",1,5,1988,3296
"External",1,5,1989,3226
"External",1,5,1990,2947
"External",1,5,1991,3065
"External",1,5,1992,2917
"External",1,5,1993,2927
"External",1,5,1994,2943
"External",1,5,1995,2953
"External",1,5,1996,2750
"External",1,5,1997,2672
"External",1,5,1998,2634
"External",1,5,1999,2455
"External",1,5,2000,2383
"External",1,5,2001,2243
"External",1,5,2002,2163
"External",1,5,2003,2107
"External",1,5,2004,2083
"External",1,5,2005,1938
"External",1,5,2006,1817
"External",1,5,2007,1698
"External",1,5,2008,1578
"External",1,5,2009,1454
"External",1,5,2010,1435
"External",1,5,2011,1465
"External",1,5,2012,1419
"External",1,5,2013,1405
"External",1,5,2014,1446
"External",1,5,2015,1415
"External",1,5,2016,1471
"External",1,15,1980,30800
"External",1,15,1981,28018
"External",1,15,1982,25916
"External",1,15,1983,23618
"External",1,15,1984,23463
"External",1,15,1985,23069
"External",1,15,1986,24402
"External",1,15,1987,22907
"External",1,15,1988,23309
"External",1,15,1989,22125
"External",1,15,1990,23067
"External",1,15,1991,22760
"External",1,15,1992,21443
"External",1,15,1993,22237
"External",1,15,1994,22073
"External",1,15,1995,20948
"External",1,15,1996,19932
"External",1,15,1997,18918
"External",1,15,1998,18387
"External",1,15,1999,17523
"External",1,15,2000,17896
"External",1,15,2001,18500
"External",1,15,2002,19042
"External",1,15,2003,18883
"External",1,15,2004,18798
"External",1,15,2005,19419
"External",1,15,2006,20007
"External",1,15,2007,19351
"External",1,15,2008,17801
"External",1,15,2009,16144
"External",1,15,2010,16032
"External",1,15,2011,16114
"External",1,15,2012,15825
"External",1,15,2013,15132
"External",1,15,2014,15364
"External",1,15,2015,16354
"External",1,15,2016,17577
"External",1,25,1980,25039
"External",1,25,1981,25468
"External",1,25,1982,24050
"External",1,25,1983,23053
"External",1,25,1984,23242
"External",1,25,1985,23299
"External",1,25,1986,25027
"External",1,25,1987,24113
"External",1,25,1988,24584
"External",1,25,1989,24342
"External",1,25,1990,24362
"External",1,25,1991,23550
"External",1,25,1992,22210
"External",1,25,1993,22391
"External",1,25,1994,21730
"External",1,25,1995,20917
"External",1,25,1996,19352
"External",1,25,1997,18845
"External",1,25,1998,17635
"External",1,25,1999,16129
"External",1,25,2000,15853
"External",1,25,2001,16345
"External",1,25,2002,16743
"External",1,25,2003,16595
"External",1,25,2004,16850
"External",1,25,2005,17417
"External",1,25,2006,17910
"External",1,25,2007,18070
"External",1,25,2008,17535
"External",1,25,2009,16502
"External",1,25,2010,17145
"External",1,25,2011,17596
"External",1,25,2012,17963
"External",1,25,2013,17914
"External",1,25,2014,18354
"External",1,25,2015,20188
"External",1,25,2016,22723
"External",1,35,1980,13594
"External",1,35,1981,13695
"External",1,35,1982,13421
"External",1,35,1983,13396
"External",1,35,1984,13729
"External",1,35,1985,14271
"External",1,35,1986,15031
"External",1,35,1987,15517
"External",1,35,1988,16242
"External",1,35,1989,16664
"External",1,35,1990,17308
"External",1,35,1991,17446
"External",1,35,1992,18003
"External",1,35,1993,19194
"External",1,35,1994,19539
"External",1,35,1995,19685
"External",1,35,1996,19620
"External",1,35,1997,19682
"External",1,35,1998,19814
"External",1,35,1999,17418
"External",1,35,2000,17694
"External",1,35,2001,18018
"External",1,35,2002,18232
"External",1,35,2003,17976
"External",1,35,2004,17365
"External",1,35,2005,17496
"External",1,35,2006,17524
"External",1,35,2007,17378
"External",1,35,2008,16563
"External",1,35,2009,15843
"External",1,35,2010,15103
"External",1,35,2011,15368
"External",1,35,2012,15609
"External",1,35,2013,15120
"External",1,35,2014,15353
"External",1,35,2015,16613
"External",1,35,2016,18292
"External",1,45,1980,11258
"External",1,45,1981,11059
"External",1,45,1982,10250
"External",1,45,1983,9610
"External",1,45,1984,9578
"External",1,45,1985,9261
"External",1,45,1986,9578
"External",1,45,1987,9262
"External",1,45,1988,9509
"External",1,45,1989,9758
"External",1,45,1990,9743
"External",1,45,1991,9918
"External",1,45,1992,10217
"External",1,45,1993,10852
"External",1,45,1994,11352
"External",1,45,1995,11968
"External",1,45,1996,12505
"External",1,45,1997,13075
"External",1,45,1998,13591
"External",1,45,1999,12852
"External",1,45,2000,13670
"External",1,45,2001,14805
"External",1,45,2002,15441
"External",1,45,2003,16227
"External",1,45,2004,17073
"External",1,45,2005,17809
"External",1,45,2006,18622
"External",1,45,2007,18917
"External",1,45,2008,19090
"External",1,45,2009,19001
"External",1,45,2010,18869
"External",1,45,2011,19445
"External",1,45,2012,18916
"External",1,45,2013,18342
"External",1,45,2014,18481
"External",1,45,2015,18821
"External",1,45,2016,19151
"External",1,55,1980,10183
"External",1,55,1981,10190
"External",1,55,1982,9726
"External",1,55,1983,9435
"External",1,55,1984,9481
"External",1,55,1985,9498
"External",1,55,1986,9143
"External",1,55,1987,9125
"External",1,55,1988,8645
"External",1,55,1989,8591
"External",1,55,1990,8344
"External",1,55,1991,7949
"External",1,55,1992,7621
"External",1,55,1993,7516
"External",1,55,1994,7335
"External",1,55,1995,7505
"External",1,55,1996,7669
"External",1,55,1997,7849
"External",1,55,1998,7917
"External",1,55,1999,7773
"External",1,55,2000,7971
"External",1,55,2001,8330
"External",1,55,2002,9107
"External",1,55,2003,9714
"External",1,55,2004,10115
"External",1,55,2005,10981
"External",1,55,2006,11439
"External",1,55,2007,12191
"External",1,55,2008,13049
"External",1,55,2009,13223
"External",1,55,2010,14159
"External",1,55,2011,14987
"External",1,55,2012,15584
"External",1,55,2013,16032
"External",1,55,2014,16646
"External",1,55,2015,17663
"External",1,55,2016,18864
"External",1,65,1980,8131
"External",1,65,1981,7986
"External",1,65,1982,7752
"External",1,65,1983,7728
"External",1,65,1984,8211
"External",1,65,1985,7993
"External",1,65,1986,8301
"External",1,65,1987,8495
"External",1,65,1988,8496
"External",1,65,1989,8423
"External",1,65,1990,8089
"External",1,65,1991,7877
"External",1,65,1992,7857
"External",1,65,1993,7720
"External",1,65,1994,7668
"External",1,65,1995,7711
"External",1,65,1996,7961
"External",1,65,1997,7765
"External",1,65,1998,7730
"External",1,65,1999,7543
"External",1,65,2000,7060
"External",1,65,2001,7292
"External",1,65,2002,7559
"External",1,65,2003,7324
"External",1,65,2004,7413
"External",1,65,2005,7727
"External",1,65,2006,7529
"External",1,65,2007,7984
"External",1,65,2008,8338
"External",1,65,2009,8397
"External",1,65,2010,8687
"External",1,65,2011,9162
"External",1,65,2012,9771
"External",1,65,2013,10384
"External",1,65,2014,11055
"External",1,65,2015,11893
"External",1,65,2016,12732
"External",1,75,1980,5956
"External",1,75,1981,6001
"External",1,75,1982,5897
"External",1,75,1983,6213
"External",1,75,1984,6434
"External",1,75,1985,6788
"External",1,75,1986,6963
"External",1,75,1987,7297
"External",1,75,1988,7368
"External",1,75,1989,7241
"External",1,75,1990,7289
"External",1,75,1991,7399
"External",1,75,1992,7435
"External",1,75,1993,7609
"External",1,75,1994,7817
"External",1,75,1995,7673
"External",1,75,1996,8059
"External",1,75,1997,8326
"External",1,75,1998,8712
"External",1,75,1999,8689
"External",1,75,2000,8444
"External",1,75,2001,9026
"External",1,75,2002,9040
"External",1,75,2003,9127
"External",1,75,2004,9338
"External",1,75,2005,9642
"External",1,75,2006,9379
"External",1,75,2007,9560
"External",1,75,2008,9522
"External",1,75,2009,9440
"External",1,75,2010,9468
"External",1,75,2011,9850
"External",1,75,2012,9865
"External",1,75,2013,10160
"External",1,75,2014,10491
"External",1,75,2015,10980
"External",1,75,2016,11337
"External",1,85,1980,2916
"External",1,85,1981,3029
"External",1,85,1982,2990
"External",1,85,1983,3033
"External",1,85,1984,3115
"External",1,85,1985,3215
"External",1,85,1986,3301
"External",1,85,1987,3446
"External",1,85,1988,3607
"External",1,85,1989,3585
"External",1,85,1990,3516
"External",1,85,1991,3729
"External",1,85,1992,3745
"External",1,85,1993,4148
"External",1,85,1994,4201
"External",1,85,1995,4382
"External",1,85,1996,4565
"External",1,85,1997,4769
"External",1,85,1998,5022
"External",1,85,1999,5344
"External",1,85,2000,5295
"External",1,85,2001,5511
"External",1,85,2002,5698
"External",1,85,2003,5971
"External",1,85,2004,6070
"External",1,85,2005,6403
"External",1,85,2006,6592
"External",1,85,2007,7103
"External",1,85,2008,7476
"External",1,85,2009,7574
"External",1,85,2010,8182
"External",1,85,2011,8460
"External",1,85,2012,8977
"External",1,85,2013,9427
"External",1,85,2014,9911
"External",1,85,2015,10600
"External",1,85,2016,10792
"External",2,0,1980,2109
"External",2,0,1981,1967
"External",2,0,1982,1934
"External",2,0,1983,1885
"External",2,0,1984,1789
"External",2,0,1985,1813
"External",2,0,1986,1927
"External",2,0,1987,1890
"External",2,0,1988,1898
"External",2,0,1989,1936
"External",2,0,1990,1761
"External",2,0,1991,1911
"External",2,0,1992,1673
"External",2,0,1993,1808
"External",2,0,1994,1769
"External",2,0,1995,1653
"External",2,0,1996,1633
"External",2,0,1997,1484
"External",2,0,1998,1453
"External",2,0,1999,1522
"External",2,0,2000,1465
"External",2,0,2001,1480
"External",2,0,2002,1412
"External",2,0,2003,1418
"External",2,0,2004,1523
"External",2,0,2005,1489
"External",2,0,2006,1518
"External",2,0,2007,1557
"External",2,0,2008,1544
"External",2,0,2009,1399
"External",2,0,2010,1345
"External",2,0,2011,1402
"External",2,0,2012,1354
"External",2,0,2013,1297
"External",2,0,2014,1282
"External",2,0,2015,1317
"External",2,0,2016,1352
"External",2,5,1980,1912
"External",2,5,1981,1673
"External",2,5,1982,1700
"External",2,5,1983,1581
"External",2,5,1984,1603
"External",2,5,1985,1627
"External",2,5,1986,1543
"External",2,5,1987,1514
"External",2,5,1988,1688
"External",2,5,1989,1652
"External",2,5,1990,1525
"External",2,5,1991,1425
"External",2,5,1992,1410
"External",2,5,1993,1567
"External",2,5,1994,1525
"External",2,5,1995,1527
"External",2,5,1996,1541
"External",2,5,1997,1508
"External",2,5,1998,1464
"External",2,5,1999,1356
"External",2,5,2000,1344
"External",2,5,2001,1240
"External",2,5,2002,1264
"External",2,5,2003,1136
"External",2,5,2004,1254
"External",2,5,2005,1146
"External",2,5,2006,1095
"External",2,5,2007,1050
"External",2,5,2008,883
"External",2,5,2009,849
"External",2,5,2010,807
"External",2,5,2011,804
"External",2,5,2012,804
"External",2,5,2013,846
"External",2,5,2014,789
"External",2,5,2015,865
"External",2,5,2016,961
"External",2,15,1980,7929
"External",2,15,1981,7353
"External",2,15,1982,6700
"External",2,15,1983,6477
"External",2,15,1984,6612
"External",2,15,1985,6326
"External",2,15,1986,6631
"External",2,15,1987,6441
"External",2,15,1988,6305
"External",2,15,1989,5986
"External",2,15,1990,5666
"External",2,15,1991,5729
"External",2,15,1992,5237
"External",2,15,1993,5394
"External",2,15,1994,5288
"External",2,15,1995,5289
"External",2,15,1996,5116
"External",2,15,1997,5115
"External",2,15,1998,4919
"External",2,15,1999,4979
"External",2,15,2000,4932
"External",2,15,2001,4835
"External",2,15,2002,5240
"External",2,15,2003,5254
"External",2,15,2004,5340
"External",2,15,2005,5206
"External",2,15,2006,5220
"External",2,15,2007,5143
"External",2,15,2008,4681
"External",2,15,2009,4431
"External",2,15,2010,4431
"External",2,15,2011,4328
"External",2,15,2012,4380
"External",2,15,2013,4259
"External",2,15,2014,4191
"External",2,15,2015,4611
"External",2,15,2016,4941
"External",2,25,1980,6104
"External",2,25,1981,6248
"External",2,25,1982,5936
"External",2,25,1983,5887
"External",2,25,1984,5874
"External",2,25,1985,5878
"External",2,25,1986,6298
"External",2,25,1987,6504
"External",2,25,1988,6659
"External",2,25,1989,6602
"External",2,25,1990,6369
"External",2,25,1991,6110
"External",2,25,1992,5809
"External",2,25,1993,6029
"External",2,25,1994,5726
"External",2,25,1995,5689
"External",2,25,1996,5456
"External",2,25,1997,5175
"External",2,25,1998,5027
"External",2,25,1999,4541
"External",2,25,2000,4300
"External",2,25,2001,4395
"External",2,25,2002,4551
"External",2,25,2003,4481
"External",2,25,2004,4619
"External",2,25,2005,4707
"External",2,25,2006,4771
"External",2,25,2007,4951
"External",2,25,2008,4751
"External",2,25,2009,4852
"External",2,25,2010,5059
"External",2,25,2011,5406
"External",2,25,2012,5352
"External",2,25,2013,5428
"External",2,25,2014,5573
"External",2,25,2015,6152
"External",2,25,2016,6863
"External",2,35,1980,4172
"External",2,35,1981,4152
"External",2,35,1982,4147
"External",2,35,1983,4102
"External",2,35,1984,4293
"External",2,35,1985,4413
"External",2,35,1986,4582
"External",2,35,1987,4750
"External",2,35,1988,4864
"External",2,35,1989,5084
"External",2,35,1990,5015
"External",2,35,1991,5216
"External",2,35,1992,5299
"External",2,35,1993,5682
"External",2,35,1994,5888
"External",2,35,1995,6093
"External",2,35,1996,6349
"External",2,35,1997,6467
"External",2,35,1998,6910
"External",2,35,1999,6172
"External",2,35,2000,6133
"External",2,35,2001,6515
"External",2,35,2002,6742
"External",2,35,2003,6633
"External",2,35,2004,6577
"External",2,35,2005,6579
"External",2,35,2006,6715
"External",2,35,2007,6566
"External",2,35,2008,6276
"External",2,35,2009,5955
"External",2,35,2010,6059
"External",2,35,2011,6186
"External",2,35,2012,5960
"External",2,35,2013,6019
"External",2,35,2014,6200
"External",2,35,2015,6373
"External",2,35,2016,6831
"External",2,45,1980,3938
"External",2,45,1981,3879
"External",2,45,1982,3601
"External",2,45,1983,3432
"External",2,45,1984,3470
"External",2,45,1985,3352
"External",2,45,1986,3295
"External",2,45,1987,3370
"External",2,45,1988,3402
"External",2,45,1989,3393
"External",2,45,1990,3391
"External",2,45,1991,3509
"External",2,45,1992,3576
"External",2,45,1993,3714
"External",2,45,1994,3984
"External",2,45,1995,4058
"External",2,45,1996,4457
"External",2,45,1997,4697
"External",2,45,1998,4844
"External",2,45,1999,4677
"External",2,45,2000,4953
"External",2,45,2001,5454
"External",2,45,2002,6032
"External",2,45,2003,6443
"External",2,45,2004,6897
"External",2,45,2005,7026
"External",2,45,2006,7444
"External",2,45,2007,7927
"External",2,45,2008,8078
"External",2,45,2009,8156
"External",2,45,2010,8082
"External",2,45,2011,8530
"External",2,45,2012,8455
"External",2,45,2013,8198
"External",2,45,2014,8303
"External",2,45,2015,8415
"External",2,45,2016,8521
"External",2,55,1980,4035
"External",2,55,1981,4119
"External",2,55,1982,3870
"External",2,55,1983,3744
"External",2,55,1984,3823
"External",2,55,1985,3718
"External",2,55,1986,3715
"External",2,55,1987,3659
"External",2,55,1988,3545
"External",2,55,1989,3380
"External",2,55,1990,3390
"External",2,55,1991,3071
"External",2,55,1992,2943
"External",2,55,1993,3010
"External",2,55,1994,2904
"External",2,55,1995,2978
"External",2,55,1996,3071
"External",2,55,1997,3192
"External",2,55,1998,3261
"External",2,55,1999,3197
"External",2,55,2000,3379
"External",2,55,2001,3523
"External",2,55,2002,3690
"External",2,55,2003,4009
"External",2,55,2004,4281
"External",2,55,2005,4518
"External",2,55,2006,4938
"External",2,55,2007,5199
"External",2,55,2008,5262
"External",2,55,2009,5419
"External",2,55,2010,5949
"External",2,55,2011,6147
"External",2,55,2012,6544
"External",2,55,2013,7017
"External",2,55,2014,7344
"External",2,55,2015,7606
"External",2,55,2016,8135
"External",2,65,1980,4110
"External",2,65,1981,4081
"External",2,65,1982,4022
"External",2,65,1983,4120
"External",2,65,1984,4121
"External",2,65,1985,4409
"External",2,65,1986,4372
"External",2,65,1987,4394
"External",2,65,1988,4486
"External",2,65,1989,4353
"External",2,65,1990,4197
"External",2,65,1991,4080
"External",2,65,1992,4064
"External",2,65,1993,4134
"External",2,65,1994,4118
"External",2,65,1995,4174
