"","sex.long","sex","age.long","age","cause","deaths","deaths.added.median","deaths.added.mean","deaths.added.ll","deaths.added.ul","deaths.added.two.deg.median","deaths.added.two.deg.mean","deaths.added.two.deg.ll","deaths.added.two.deg.ul","intent","perc.mean","perc.ul","perc.ll"
"1","Female",2,"0-4",0,"Assault",295.959770114942,2.91218618549601,2.92164776969847,-0.136000073235431,6.04379157997474,5.87034476125471,5.89815899488394,-0.26048844243308,12.2504146393046,"Intentional",0.00987177334461296,0.0204209902502205,-0.000459522161348525
"2","Female",2,"0-4",0,"Drownings",159.716091954023,3.42658679234098,3.42104008136939,1.30860783888538,5.58692511148912,6.9357994398776,6.93042809134939,2.63864780193898,11.3731937052411,"Unintentional",0.0214195078248859,0.0349803519678995,0.00819333745820729
"3","Female",2,"0-4",0,"Falls",8.13563218390804,0.0820436544753328,0.0827902853228893,-0.041759809837912,0.211462248497822,0.165153746538511,0.167311786664113,-0.0825971009907259,0.428644283221727,"Unintentional",0.010176257167408,0.0259921102279041,-0.00513295204280637
"4","Female",2,"0-4",0,"Intentional
self-harm",0,0,0,0,0,0,0,0,0,"Intentional",NA,NA,NA
"6","Female",2,"0-4",0,"Transport",253.058620689655,1.48742126251403,1.48228899789694,-1.04957269948134,4.0524162637635,2.99090256429994,2.98935023949566,-2.08350015324705,8.18001281893989,"Unintentional",0.00585749259937201,0.0160137451659206,-0.00414754769713422
"7","Female",2,"15-24",15,"Assault",704.468965517241,8.67832235207828,8.70839207524766,3.48462033373415,13.9644423712087,17.4880470495119,17.5550790063869,7.01768617159273,28.2123728361744,"Intentional",0.0123616404717754,0.0198226508969854,0.00494644974342573
"8","Female",2,"15-24",15,"Drownings",50.9448275862068,0.733597758176162,0.735096636564123,0.0163645075335696,1.44344970278004,1.4792153690898,1.48621902476436,0.0364937389016854,2.93108096153167,"Unintentional",0.0144292692976578,0.0283335869640051,0.000321220196611289
"9","Female",2,"15-24",15,"Falls",41.9471264367816,0.221458147433733,0.226424938563884,-0.362036141782433,0.833363140759002,0.446420826288695,0.458246285440074,-0.720430838406236,1.68709634557644,"Unintentional",0.00539786530801171,0.019866989983568,-0.00863077336961466
"10","Female",2,"15-24",15,"Intentional
self-harm",1163.33218390805,7.39993726756536,7.46123183450228,-1.11717548133657,16.2699200632286,14.8828297572409,15.0195526406316,-2.21910626009784,32.8029004692847,"Intentional",0.00641367267037808,0.0139856184572941,-0.000960323712169284
"12","Female",2,"15-24",15,"Transport",2168.05402298851,17.555625771528,17.5638418151819,7.90761787977513,27.7351188730453,35.3359556506433,35.3835784717614,15.9939697572552,55.9166143460469,"Unintentional",0.00810120118269534,0.0127926327383736,0.00364733433573535
"13","Female",2,"25-34",25,"Assault",851.742528735632,2.24651020554333,2.32695349433927,-3.62191056745599,8.41916899276883,4.55450473469593,4.73791430302089,-7.1606420746601,16.9888170281526,"Intentional",0.00273199167099653,0.00988464084946733,-0.00425235378680988
"14","Female",2,"25-34",25,"Drownings",78.4183908045976,1.78577851492669,1.78934777355636,0.676352840542849,2.84290208460342,3.61631750999074,3.62830199063293,1.35976178022554,5.79791854141478,"Unintentional",0.0228179608787822,0.0362530020755889,0.0086249262909281
"15","Female",2,"25-34",25,"Falls",60.9114942528735,0.692776594986472,0.694146395033029,-0.132518781289104,1.52640466495311,1.39736962176953,1.40200946523369,-0.262195832998367,3.09264621843747,"Unintentional",0.0113959836898974,0.0250593863059123,-0.00217559563945278
"16","Female",2,"25-34",25,"Intentional
self-harm",1502.16551724138,12.2796415687612,12.2664873674067,2.40277108786609,22.3076583333853,24.7201410600425,24.6971657186134,4.87878079654344,45.0038953785794,"Intentional",0.00816586935768122,0.0148503331206482,0.00159953817358197
"18","Female",2,"25-34",25,"Transport",1944.80689655172,4.49559773781488,4.47544210575688,-5.52403040804081,14.7905931950381,9.05043670120586,9.02224962311119,-10.9991698088528,29.7558975521416,"Unintentional",0.00230122698232516,0.00760517315177298,-0.0028404004622954
"19","Female",2,"35-44",35,"Assault",670.029885057471,6.8211329223505,6.86214512639215,1.85291666116148,12.1648290752965,13.7347020954101,13.8271476114471,3.72766021240476,24.5810766801933,"Intentional",0.0102415508314283,0.0181556514815053,0.00276542390493902
"20","Female",2,"35-44",35,"Drownings",56.635632183908,1.13450562661265,1.13811947894846,0.298462532635989,1.98563462040374,2.29618785521374,2.30599011973861,0.600298762451738,4.04677702758879,"Unintentional",0.0200954670242357,0.0350598120624127,0.00526987200684574
"21","Female",2,"35-44",35,"Falls",105.627586206897,0.10402263218671,0.104229406177463,-1.22367903058222,1.44409879505269,0.213260185138316,0.217677602074534,-2.43203973076218,2.91423560395932,"Unintentional",0.000986763116723176,0.0136716065083991,-0.0115848432641957
"22","Female",2,"35-44",35,"Intentional
self-harm",1762.07586206897,10.5682437076524,10.5583610413462,0.0140543333404054,21.0918158040557,21.2424867591265,21.2413052590899,0.0750163365154701,42.4591941260319,"Intentional",0.00599200140506378,0.0119698681867706,7.97600923033093e-06
"24","Female",2,"35-44",35,"Transport",1389.80344827586,4.34900522430419,4.39834063259901,-3.32268171321168,12.3376920966218,8.74850985125193,8.8717206196273,-6.56113916901664,24.8206597863456,"Unintentional",0.00316472134103238,0.00887729276533846,-0.00239075656153658
"25","Female",2,"45-54",45,"Assault",524.826436781609,4.26786448782581,4.29997828439473,-0.462832242437292,9.23313205753028,8.58418338602069,8.66693242440487,-0.904131925110424,18.6552154367943,"Intentional",0.00819314345284027,0.0175927343030785,-0.000881876769157279
"26","Female",2,"45-54",45,"Drownings",107.67816091954,1.71737162593886,1.72320169191323,0.167602937854149,3.31744733581048,3.46522290788778,3.48534003782403,0.33985944899849,6.75473726816357,"Unintentional",0.0160032608023539,0.0308089152663868,0.00155651746299221
"27","Female",2,"45-54",45,"Falls",340.072413793103,0.326421789597182,0.353116431752195,-3.3612150934381,4.04344678031702,0.666635387417623,0.728901548326384,-6.68086295022371,8.14159020780568,"Unintentional",0.00103835658944988,0.0118899581863086,-0.00988382167182497
"28","Female",2,"45-54",45,"Intentional
self-harm",2272.57931034483,8.86064628506435,8.94263675979757,-4.32699400018602,22.3635803641349,17.8309691481875,18.0165792913818,-8.53647522853204,45.0722347484485,"Intentional",0.00393501635744482,0.00984061601825529,-0.00190400131713312
"30","Female",2,"45-54",45,"Transport",1632.84252873563,4.87020074612306,4.80411200094683,-4.99622045444577,14.8115672587941,9.79646430939419,9.68317352139147,-9.94118310805862,29.7794379331712,"Unintentional",0.00294217716430183,0.00907103226314372,-0.0030598299386007
"31","Female",2,"5-14",5,"Assault",114.711494252873,0.957463047277359,0.951983837661366,-0.474160958586822,2.385401819323,1.9267803779986,1.92166918057812,-0.938754671954711,4.82805533715387,"Intentional",0.0082989402575716,0.0207947933627693,-0.00413350869217663
"32","Female",2,"5-14",5,"Drownings",81.9022988505747,3.3505501817509,3.38397458571564,1.82911385548689,5.04687321542189,6.85262498096757,6.93050103175575,3.70507974301507,10.4581272530154,"Unintentional",0.0413172112774207,0.0616206539529444,0.0223328756476542
"33","Female",2,"5-14",5,"Falls",3.03333333333333,0.0273952971056317,0.0276073780684089,-0.0179695473856698,0.0757634408085403,0.0551337002449795,0.0557667432574786,-0.0356992827598525,0.153696210272986,"Unintentional",0.00910133342914582,0.02497695850831,-0.00592402661066037
"34","Female",2,"5-14",5,"Intentional
self-harm",174.581609195402,2.55802300615455,2.56565648827321,0.292897676361119,4.91534621239899,5.16209453890071,5.18581033077569,0.611546111142795,9.98562486659359,"Intentional",0.0146960295537291,0.028155005759498,0.00167771208955515
"36","Female",2,"5-14",5,"Transport",425.342528735632,4.46902766248885,4.47221412909093,1.13876891730999,7.88871529009105,9.00652091972792,9.01924623617075,2.29532414748843,15.94878184406,"Unintentional",0.0105143827079436,0.0185467352948245,0.00267729850738199
"37","Female",2,"55-64",55,"Assault",378.335632183908,1.98589590154762,1.96711762852561,-1.96913203194407,5.90943664842098,3.99629346966396,3.97078009295456,-3.91966701885569,11.9478615873011,"Intentional",0.00519939826225356,0.0156195614309688,-0.00520472264422317
"38","Female",2,"55-64",55,"Drownings",124.913793103448,0.840806445086923,0.828079857275541,-0.969058348940354,2.62915243646452,1.69194900333115,1.67385684305486,-1.92735886030901,5.32138716767081,"Unintentional",0.0066292107276717,0.0210477351711445,-0.00775781701015053
"39","Female",2,"55-64",55,"Falls",817.673563218391,0.646172629205255,0.666237944261868,-7.1456439425067,8.3820927723763,1.34069622980081,1.40226308201164,-14.2134240691575,16.9117602951279,"Unintentional",0.000814796973060414,0.0102511480735467,-0.00873899348583707
"40","Female",2,"55-64",55,"Intentional
self-harm",2039.43103448276,10.5992677614998,10.7012003243554,-3.26487018799079,24.5944097311041,21.2920686217619,21.5362377833568,-6.48677668023839,49.5167202537173,"Intentional",0.00524714988809094,0.0120594466374499,-0.00160087305370384
"42","Female",2,"55-64",55,"Transport",1491.83448275862,2.44877931557645,2.54533192504609,-6.64775247039741,12.0322010885393,4.96447087980461,5.16047034674841,-13.2402746939097,24.2101584609382,"Unintentional",0.00170617582209214,0.00806537268550732,-0.00445609251376516
"43","Female",2,"65-74",65,"Assault",192.241379310345,1.20412312301336,1.2314395638979,-0.905564644004176,3.43462663471005,2.42118569040355,2.48612669085094,-1.80070775617976,6.93310438229448,"Intentional",0.0064056945924734,0.0178662192657563,-0.00471056048002173
"44","Female",2,"65-74",65,"Drownings",100.618390804598,1.35101792851365,1.36044798581871,-0.0677604497647659,2.797017097259,2.72662332079502,2.75096033985894,-0.131544262039372,5.68080249598679,"Unintentional",0.0135208680534428,0.0277982690330523,-0.000673440006572533
"45","Female",2,"65-74",65,"Falls",1779.95632183908,-3.37571588978569,-3.39619768502833,-15.8150004560374,9.16389538233353,-6.68235466247434,-6.70833115109236,-31.42604772547,18.5061561349982,"Unintentional",-0.00190802304717193,0.0051483821652799,-0.00888504974082572
"46","Female",2,"65-74",65,"Intentional
self-harm",952.68275862069,8.67020334526138,8.69942286979734,0.562970454845338,16.8821149617536,17.4591154958957,17.5287724246651,1.14841314331072,34.1018475365547,"Intentional",0.00913150027233883,0.017720605111187,0.000590931713365335
"48","Female",2,"65-74",65,"Transport",1263.14137931034,11.7336818927694,11.77346001484,3.6870030624694,19.6640867605692,23.6294203255052,23.719441764511,7.44653108119914,39.6812815534988,"Unintentional",0.00932077771157189,0.0155676055607532,0.00291891558843749
"49","Female",2,"75-84",75,"Assault",118.854022988506,0.0381226102432188,0.0413003212356081,-1.32592391871505,1.49700341452859,0.0808116669985313,0.092940053046212,-2.63541168779295,3.02298738087917,"Intentional",0.000347487785412213,0.012595311264082,-0.011155902723152
"50","Female",2,"75-84",75,"Drownings",71.2804597701149,0.689288701580035,0.691077549031637,-0.333912314561009,1.7138239501431,1.38893972690919,1.39600105909041,-0.665605644457855,3.47394583657428,"Unintentional",0.00969518927431749,0.0240433907927968,-0.00468448598168282
"51","Female",2,"75-84",75,"Falls",4262.36436781609,-2.67562222171786,-2.67851593539639,-23.1824967847102,17.4041713783221,-5.23225329725754,-5.21066729515156,-46.1842381584343,35.0217437127095,"Unintentional",-0.000628410831232802,0.0040832199869481,-0.00543888198760169
"52","Female",2,"75-84",75,"Intentional
self-harm",370.262068965517,0.0813724743742513,0.0645998922883247,-3.76949551068101,3.81456326958554,0.18342664729313,0.156323252538484,-7.4826661206136,7.68811676059393,"Intentional",0.000174470726825493,0.0103023333722601,-0.0101806148310376
"54","Female",2,"75-84",75,"Transport",1055.09655172414,6.59352169809194,6.5761058163184,-0.377924518382428,13.2983000530384,13.3119160236183,13.314392260075,-0.615919552377005,26.8222194774023,"Unintentional",0.00623270524917588,0.0126038702631599,-0.000358189511438418
"55","Female",2,"85+",85,"Assault",81.0781609195402,0.695050299771815,0.702983548273402,-0.434799495005826,1.87606069854607,1.39835509180832,1.41997808875675,-0.859601636765419,3.79963491604681,"Intentional",0.00867044269752276,0.0231389153043052,-0.00536272024518797
"56","Female",2,"85+",85,"Drownings",36.4402298850574,0.112760067052571,0.120679651797384,-0.445094222597157,0.714045000225623,0.226731845793333,0.245701069224233,-0.883753572146413,1.44459660718842,"Unintentional",0.00331171488703668,0.0195949642051633,-0.0122143637403251
"57","Female",2,"85+",85,"Falls",10167.6264367816,-40.4765739611901,-40.5230892748478,-78.9317949269965,-3.5829835543328,-80.6621130557149,-80.6966393545857,-157.095556640935,-6.9778839058487,"Unintentional",-0.00398550138784158,-0.000352391344883727,-0.0077630502475444
"58","Female",2,"85+",85,"Intentional
self-harm",146.016091954023,1.13665955221471,1.1418978778994,-0.771493863983242,3.11243372127373,2.28648751409784,2.30529091839491,-1.53546933776378,6.29519251314786,"Intentional",0.00782035639098571,0.0213156897957094,-0.00528362219299889
"60","Female",2,"85+",85,"Transport",588.254022988506,4.66997125748817,4.69016070880166,-0.656141312330744,10.0394686309708,9.40164387044708,9.45746415258024,-1.29818079572128,20.2564503564682,"Unintentional",0.00797301935135819,0.0170665532892871,-0.00111540471750172
"61","Male",1,"0-4",0,"Assault",318.190804597701,1.11569850402619,1.10697564976822,-1.94987894943733,4.19397944069862,2.24340452771126,2.23783291473744,-3.86570930119746,8.45666779338349,"Intentional",0.00347896807127349,0.0131807059792353,-0.00612801791020525
"62","Male",1,"0-4",0,"Drownings",310.711494252873,9.23951182234797,9.20412321373649,5.63341114990427,12.6232823982814,18.7665005088261,18.7034594414422,11.384192146439,25.7720898717659,"Unintentional",0.0296227316465019,0.0406270209881837,0.0181306815296621
"63","Male",1,"0-4",0,"Falls",18.1666666666667,0.111518575793055,0.112740880358696,-0.177590437551531,0.406437802936616,0.224328545195218,0.22830834211051,-0.352065482328391,0.822937445264288,"Unintentional",0.00620592001974472,0.0223727230974284,-0.00977562041568063
"64","Male",1,"0-4",0,"Intentional
self-harm",0,0,0,0,0,0,0,0,0,"Intentional",NA,NA,NA
"66","Male",1,"0-4",0,"Transport",279.467816091954,5.53194824796718,5.54501880456254,3.06015927354987,8.14166607152747,11.1839893695034,11.215857233291,6.16079783621019,16.5295037406252,"Unintentional",0.0198413501851607,0.0291327501870505,0.0109499523642572
"67","Male",1,"15-24",15,"Assault",4602.52068965517,37.8613376067555,37.73596392683,17.7189992588637,58.3135985167934,76.1259555325975,75.8854418667502,35.6705570258064,117.395981780154,"Intentional",0.00819897757584165,0.0126699264270254,0.00384984673696085
"68","Male",1,"15-24",15,"Drownings",486.745977011494,40.3429318990015,40.3419333390496,35.348508326857,45.3696408866529,84.297774621707,84.3067072113474,73.4853953761706,95.3428154899513,"Unintentional",0.082880876770137,0.0932100993730072,0.0726220862551109
"69","Male",1,"15-24",15,"Falls",160.513793103448,2.27173240038989,2.28385250859717,0.476939736643371,4.13279457977998,4.58324365607763,4.61272185684855,0.96132763975555,8.38028646092993,"Unintentional",0.0142283878814406,0.0257472862604179,0.00297133179287584
"70","Male",1,"15-24",15,"Intentional
self-harm",4642.58735632184,20.3942321347637,20.3524819627525,2.60146983879708,37.7830810674332,40.9459854994415,40.918776984611,5.32375409512768,75.9610372395683,"Intentional",0.00438386623679539,0.00813836728693618,0.000560349141358567
"72","Male",1,"15-24",15,"Transport",5403.02528735632,76.1221236996356,76.0315959194958,58.5539912463191,93.6399260947789,153.433522947295,153.278347359169,117.930322470983,188.977860844989,"Unintentional",0.0140720414722874,0.0173310175530562,0.0108372602629386
"73","Male",1,"25-34",25,"Assault",4752.97931034483,55.1466582028044,55.1955290579134,35.1065243813231,76.1979956889137,111.048621447492,111.214025263259,70.6176710680364,153.830051885598,"Intentional",0.0116128275454052,0.0160316278934918,0.00738621443289559
"74","Male",1,"25-34",25,"Drownings",392.536781609195,24.6769958716244,24.6325273492587,20.0072887789528,29.315640389219,51.1243557171154,51.0470305694091,41.2099012765863,61.1040018138902,"Unintentional",0.0627521508896014,0.0746825310714584,0.0509692077693545
"75","Male",1,"25-34",25,"Falls",270.174712643678,3.30628338906733,3.31671069287091,0.582177380372442,6.20215016200335,6.6634261633678,6.69362026573726,1.17894422191246,12.5642629715496,"Unintentional",0.012276169965785,0.0229560720221181,0.00215481817182591
"76","Male",1,"25-34",25,"Intentional
self-harm",5967.66436781609,40.6581264629313,40.6833738606328,19.7247034031477,62.2476717229915,81.6924023450193,81.7695676020468,39.7052690737241,125.248479327872,"Intentional",0.00681730260837727,0.0104308265154281,0.00330526353149551
"78","Male",1,"25-34",25,"Transport",5635.78390804598,70.7219841870333,70.6881649396948,50.6832531315351,90.2981299236968,142.458499793773,142.412531725976,101.979117489856,182.181812728408,"Unintentional",0.0125427387020244,0.0160222839266037,0.00899311505879008
"79","Male",1,"35-44",35,"Assault",2843.08390804598,18.1040368035365,18.0734258346112,4.171360734174,32.1116221037334,36.360911325188,36.3357348559225,8.37951089836373,64.6432331179577,"Intentional",0.00635697939953975,0.0112946445276754,0.00146719578777432
"80","Male",1,"35-44",35,"Drownings",345.414942528736,14.6596626181999,14.7547704739201,10.769740252845,19.0866725799496,30.00219741103,30.2192207995798,21.9200822727806,39.3861574968688,"Unintentional",0.0427160746605298,0.0552572290017874,0.0311791382677344
"81","Male",1,"35-44",35,"Falls",417.762068965517,2.34769114209602,2.37479801360685,-1.44052187973974,6.29786652908647,4.72599427941556,4.7918786099816,-2.86422873933759,12.7237534464325,"Unintentional",0.00568457069232599,0.0150752473643228,-0.00344818734574641
"82","Male",1,"35-44",35,"Intentional
self-harm",5364.0724137931,46.9235115622437,46.9389412158561,27.5006497116877,67.1802670792215,94.3872401073512,94.4470662250935,55.2547774027783,135.30007408272,"Intentional",0.0087506166201556,0.0125241163610087,0.00512682297893161
"84","Male",1,"35-44",35,"Transport",4169.68965517241,47.9955706821632,47.9727516334797,32.0471758201443,64.3327267543649,96.6138094604257,96.5826840922135,64.4483005954858,129.76097053839,"Unintentional",0.0115051132340198,0.0154286606617261,0.00768574605555846
"85","Male",1,"45-54",45,"Assault",1696.92988505747,9.08269866700938,9.02761555203655,-1.06127875438853,19.0738953919011,18.2550450822532,18.1627778131051,-2.04607761495849,38.429629553579,"Intentional",0.00531996968851238,0.01124023777285,-0.000625411081349766
"86","Male",1,"45-54",45,"Drownings",376.670114942529,11.6483542798741,11.7129388010024,6.97558792559529,16.6858689379441,23.6855130766461,23.8414791649691,14.1009659662059,34.1719698621921,"Unintentional",0.0310960130266495,0.0442983615530262,0.0185190904424674
"87","Male",1,"45-54",45,"Falls",917.585057471264,3.64439796227775,3.63232885395036,-3.47748282822499,10.5886955589913,7.32527216086321,7.32557748582966,-6.91865916933013,21.3261201073092,"Unintentional",0.00395857454780329,0.0115397427985284,-0.00378982068191961
"88","Male",1,"45-54",45,"Intentional
self-harm",6292.81609195402,36.240416738336,36.0835035868596,12.2298141701632,59.6052555157515,72.8119691002755,72.5118094973382,24.5976270734391,119.884465959904,"Intentional",0.00573407883840685,0.00947195256380726,0.00194345647345394
"90","Male",1,"45-54",45,"Transport",4543.45057471264,64.9988378716798,64.9589330061804,46.687819938382,83.4972605531526,131.083577318547,131.051031136183,93.9511117731067,168.884094460749,"Unintentional",0.0142972685490892,0.0183774994753703,0.0102758507373737
"91","Male",1,"5-14",5,"Assault",164.734482758621,1.14683238508372,1.15914762915669,-0.605087146435278,2.99195763158699,2.30570063141587,2.33944021495591,-1.19405200399665,6.04455717824182,"Intentional",0.00703646018578358,0.0181623032499577,-0.00367310557147825
"92","Male",1,"5-14",5,"Drownings",171.642528735632,10.2448888443577,10.2412744142711,7.75045838173846,12.760362569915,21.2162072943132,21.2177039398335,15.9162422081207,26.6155648346834,"Unintentional",0.0596662988462779,0.0743426624153784,0.0451546504169482
"93","Male",1,"5-14",5,"Falls",16.2666666666666,0.136426181148004,0.138971352908671,-0.119757253225345,0.404121875949253,0.274549896147644,0.280957162474488,-0.237008962991511,0.819402830575873,"Unintentional",0.00854332087553308,0.0248435579477,-0.0073621262228696
"94","Male",1,"5-14",5,"Intentional
self-harm",276.788505747126,1.46383886568133,1.47602519471119,-1.6852648314518,4.70437487063862,2.94742445841278,2.98199091343155,-3.34667624526201,9.50375379453192,"Intentional",0.00533268240574877,0.016996279733294,-0.00608863734027836
"96","Male",1,"5-14",5,"Transport",588.454022988506,4.78817697685842,4.81192369052016,0.888010035399161,8.90072473737126,9.69394984455466,9.73697073393295,1.83771417500877,17.9692792074201,"Unintentional",0.00817722966032667,0.0151256077614497,0.00150905593420764
"97","Male",1,"55-64",55,"Assault",1053.32988505747,9.39512933558898,9.44519781772598,1.46948062668166,17.5884054821407,18.904406412689,19.0267248771586,2.97699189432535,35.52008362813,"Intentional",0.00896698930858744,0.0166979079694307,0.00139508111136663
"98","Male",1,"55-64",55,"Drownings",380.908045977011,8.27582440595502,8.33500714471221,3.56392190889613,13.1983891320739,16.7510532732679,16.8926340617875,7.17814500207376,26.9128671840793,"Unintentional",0.0218819403599977,0.0346498039919862,0.00935638390035798
"99","Male",1,"55-64",55,"Falls",1903.70574712644,-16.0222509109645,-16.0053180888369,-29.112084550241,-2.75614954283377,-31.8356325474965,-31.7750820061155,-57.6504560791319,-5.45604477689303,"Unintentional",-0.00840745378480694,-0.0014477812797456,-0.0152923237187178
"100","Male",1,"55-64",55,"Intentional
self-harm",5823.37586206897,58.0656661974944,58.2130330106897,33.8107493842929,84.0272863745674,117.240069100723,117.552992745045,68.1242500076288,169.567061902492,"Intentional",0.00999644096302715,0.0144293084226086,0.00580603934644198
"102","Male",1,"55-64",55,"Transport",4587.40114942529,72.5788343373819,72.8105239155532,51.45999592777,93.8993903536972,146.379733503756,146.884745570332,103.529064799426,189.838216488949,"Unintentional",0.0158718458543079,0.0204689730187344,0.0112176795208365
"103","Male",1,"65-74",65,"Assault",392.659770114942,2.01596534733107,2.03615133767051,-1.86490827990739,5.8626670007767,4.06939587193335,4.11138602294224,-3.70762129530731,11.8498603214242,"Intentional",0.00518553590828638,0.0149306535758948,-0.00474942538514062
"104","Male",1,"65-74",65,"Drownings",272.852873563218,5.72089467738084,5.73414544342878,2.18078778865731,9.34526856305409,11.568605940552,11.6129267226875,4.39439626701162,19.0196749520113,"Unintentional",0.0210155215466338,0.0342502112622569,0.00799254103568029
"105","Male",1,"65-74",65,"Falls",2772.74022988506,-5.63184389346921,-5.67567138181241,-22.8037979937871,11.3737391200664,-11.1539192229893,-11.2378314788254,-45.2757128353434,22.8312707475102,"Unintentional",-0.00204695388361271,0.00410198510393377,-0.00822428215524989
"106","Male",1,"65-74",65,"Intentional
self-harm",3510.99885057471,26.0603583423526,26.1632707331179,9.3639959901482,42.9015845897596,52.4056079646233,52.6228650102883,18.9148982179518,86.4479388750587,"Intentional",0.0074518027053285,0.0122191964211942,0.00266704615657035
"108","Male",1,"65-74",65,"Transport",2861.68045977011,22.9388238269644,22.9215006768577,7.75406431505429,37.9761166336672,46.1085353929311,46.1032845729915,15.5550897229247,76.4826651300325,"Unintentional",0.00800980437861293,0.0132705650290242,0.00270961919895039
"109","Male",1,"75-84",75,"Assault",160.56091954023,0.765939708698736,0.772437539501632,-1.12798322725621,2.72965629028191,1.5413409570684,1.5616125360286,-2.24256196217191,5.52387514339119,"Intentional",0.00481086893195135,0.0170007514786185,-0.00702526636298684
"110","Male",1,"75-84",75,"Drownings",162.354022988506,2.84478913531602,2.84455343360365,0.546829617797055,5.19690379744142,5.74577639656762,5.75495480305258,1.09642392093937,10.56678093118,"Unintentional",0.0175206833883324,0.0320097014030219,0.0033681309999677
"111","Male",1,"75-84",75,"Falls",4616.91724137931,-31.1325651117603,-31.0585143434633,-52.8939246756809,-8.99605880899128,-61.9161644585142,-61.7393081918499,-105.115090841665,-17.7039583055516,"Unintentional",-0.00672711090965635,-0.00194849903922118,-0.0114565459830245
"112","Male",1,"75-84",75,"Intentional
self-harm",2254.73563218391,13.5604333259466,13.608725866428,1.54498696882642,25.5349547450417,27.2449095108258,27.359565286378,3.15357736007518,51.4200538181121,"Intentional",0.00603561928599443,0.0113250326914419,0.000685218677867775
"114","Male",1,"75-84",75,"Transport",1783.48045977011,16.0614072803606,16.0164775059929,5.33424728006022,26.1392743437292,32.4617981450776,32.3579329222788,10.92096928095,52.795805372809,"Unintentional",0.00898046144450461,0.0146563278563189,0.00299091994579396
"115","Male",1,"85+",85,"Assault",41.7758620689655,0.296895677687195,0.296720568165353,-0.311831436327931,0.91611527632929,0.597208416632158,0.599651650015282,-0.616008956345799,1.85368514690879,"Intentional",0.00710267971671089,0.021929296750763,-0.00746439261536113
"116","Male",1,"85+",85,"Drownings",67.835632183908,0.410936382315455,0.410024904479944,-0.664162473490699,1.49383177481542,0.828957171821619,0.830588489818727,-1.31501766563035,3.02386940787747,"Unintentional",0.00604438834399498,0.0220213437499265,-0.00979076116944115
"117","Male",1,"85+",85,"Falls",6555.94137931034,-45.7483085492441,-45.7034540414467,-76.2451450319364,-15.4104013975154,-91.071765506895,-90.9407367647798,-151.539070210995,-30.6364570497949,"Unintentional",-0.00697130303600343,-0.00235060085286127,-0.0116299308704248
"118","Male",1,"85+",85,"Intentional
self-harm",1083.28850574713,9.33244889726666,9.33887897881423,0.6350112796099,17.8711197038583,18.789039959805,18.8172591220085,1.30974468961496,36.0615651536506,"Intentional",0.00862086039800945,0.0164971008268318,0.000586188514177895
"120","Male",1,"85+",85,"Transport",852.151724137931,3.63253743034217,3.63837417159172,-3.53937409203356,10.7661136618477,7.32965240214408,7.35646401163827,-7.00460589046919,21.6913253793657,"Unintentional",0.00426963188424272,0.0126340337722595,-0.00415345529648975
